858,A. Henderson Elementary
322,Kiln Creek Elementary
1085,King &amp; Queen Elementary
1083,King George Elementary
1084,King George High
1081,King George Middle
1088,King William High
3788,King's Fork High
2673,King's Fork Middle
123,King's Grant Elementary
1300,Kings Glen Elementary
1355,Kings Park Elementary
89,Kingston Elementary
1952,Kipps Elementary
1934,Kiptopeke Elementary
7529,Kyle R. Wilson Elementary School
2116,L. Douglas Wilder Middle
587,L.F. Addington Middle
346,L.F. Palmer Elementary
883,L.L. Beazley Elementary
974,LaCrosse Elementary
1126,Laburnum Elementary
760,Lacey Spring Elementary
41,Lafayette High
4462,Lafayette Upper Elementary
1366,Lake Anne Elementary
1487,Lake Braddock Secondary
853,Lake Ridge Elementary
816,Lake Ridge Middle
277,Lake Taylor High
273,Lake Taylor Middle
139,Lakeland High
1120,Lakeside Elementary
224,Lakeview Elementary
476,Lakeview Elementary
1043,Lancaster High
1044,Lancaster Middle
1045,Lancaster Primary
49,Landstown Elementary
2662,Landstown High
73,Landstown Middle
1998,Lane Elementary
1357,Langley High
1374,Lanier Middle
336,Larchmont Elementary
1955,Larkspur Middle
310,Larrymore Elementary
1575,Laurel Elementary
7066,Laurel Hill Elementary
6619,Laurel Meadow Elementary
1065,Laurel Park Middle
1308,Laurel Ridge Elementary
1087,Lawson-Marriott Elementary
730,Lebanon Elementary
726,Lebanon High
4289,Lebanon Middle
729,Lebanon Primary
1146,Lee Davis High
362,Lee Hall Elementary
1050,Lee High
1417,Lee High
643,Lee Hill Elementary
1256,Lee M. Waid Elementary
2064,Lee-Jackson Elementary
1296,Lees Corner Elementary
1015,Leesburg Elementary
1605,Leesville Road Elementary
2067,Leesylvania Elementary
4295,Legacy Elementary
1396,Lemon Road Elementary
604,Leslie Fox Keyser Elementary
1790,Leslie H. Walton Middle
6879,Lewis &amp; Clark Elementary
6660,Liberty Elementary
1691,Liberty High
1950,Liberty High
3070,Liberty Middle
1152,Liberty Middle
929,Lightfoot Elementary
1024,Lincoln Elementary
161,Lincoln Terrace Elementary
299,Lindenwood Elementary
115,Linkhorn Park Elementary
377,Linkhorne Elementary
376,Linkhorne Middle
758,Linville-Edom Elementary
2162,Linwood Holton Elementary
311,Little Creek Elementary
2216,Little River Elementary
1351,Little Run Elementary
651,Livingston Elementary
1593,Lloyd C. Bird High
864,Loch Lomond Elementary
928,Locust Grove Elementary
3603,Locust Grove Middle
7155,Locust Grove Primary School
7135,Lois Hornsby Middle
1294,London Towne Elementary
1700,Long Branch Elementary
1157,Longdale Elementary
1378,Longfellow Middle
1664,Lord Botetourt High
3626,Lorton Station Elementary
1029,Loudoun County High
1030,Loudoun Valley High
994,Louisa County High
993,Louisa County Middle
2225,Louise A. Benton Middle
991,Lovettsville Elementary
2119,Lowes Island Elementary
2128,Lucille M. Brown Middle
1018,Lucketts Elementary
999,Lunenburg Middle
940,Luray Elementary
936,Luray High
7064,Luray Middle
2002,Luther P. Jackson Middle
395,Luther W. Machen Elementary
77,Luxford Elementary
1823,Lylburn Downing Middle
536,Lyles-Crouch Elementary
1404,Lynbrook Elementary
83,Lynnhaven Elementary
55,Lynnhaven Middle
2136,Mack Benn Jr. Elementary
1230,Macy Mcclaugherty Elementary/Middle
1006,Madison County High
1615,Madison Elementary
1765,Madison Heights Elementary
1368,Madison High
1008,Madison Primary
7431,Madison's Trust Elementary
1104,Magna Vista High
560,Magruder Elementary
81,Malibu Elementary
1844,Manassas Park Elementary
1842,Manassas Park High
1843,Manassas Park Middle
1531,Manchester High
1527,Manchester Middle
1385,Mantua Elementary
989,Margaret Beeks Elementary
3990,Margaret Brent Elementary
1278,Margaret M. Pierce Elementary
1978,Marguerite F. Christian Elementary
679,Marion Elementary
676,Marion Middle
678,Marion Senior High
1392,Marshall High
1272,Marshall Middle
1383,Marshall Road Elementary
852,Martin Luther King Jr. Elementary
196,Martin Luther King Jr. Middle
385,Martinsville High
380,Martinsville Middle
825,Marumsco Hills Elementary
318,Mary Calcott Elementary School
1792,Mary Carr Greer Elementary
453,Mary Ellen Henderson Middle
6058,Mary G. Porter Traditional
207,Mary Munford Elementary
2649,Mary Passage Middle
1273,Mary Walter Elementary
4012,Mary Williams Elementary
7229,Mason Crest Elementary
784,Mason's Cove Elementary
2160,Massaponax High
1011,Mathews High
1562,Matoaca Elementary
1522,Matoaca High
1548,Matoaca Middle
6119,Matoaka Elementary
323,Matthew Fontaine Maury High
34,Matthew Whaley Elementary
1131,Maude Trevvett Elementary
535,Maury Elementary
754,Maury River Middle School
549,Max Meadows Elementary
1136,Maybeury Elementary
4965,Mayfield Intermediate
1498,McCleary Elementary
763,McGaheysville Elementary
227,McHarg Elementary
1745,McKinley Elementary
1397,McLean High
2658,McNair Elementary
1525,Meadowbrook High
1040,Meadowland Elementary
891,Meadows of Dan Elementary
611,Meadowview Elementary
1183,Meadville Elementary
1149,Mechanicsville Elementary
2668,Meherrin Elementary
1667,Meherrin Powellton Elementary
366,Menchville High
3992,Mercer Middle
1799,Meriwether Lewis Elementary
2140,Metompkin Elementary
7373,Middleburg Community Charter
3068,Middlesex Elementary
975,Middlesex High
1220,Middletown Elementary
1558,Midlothian High
1595,Midlothian Middle
1471,Midway Elementary
2163,Miles Jones Elementary
2217,Mill Run Elementary
1674,Millboro Elementary
3606,Millbrook High
1163,Mills E. Godwin High
889,Minnieville Elementary
1555,Monacan High
1763,Monelison Middle
1687,Moneta Elementary
798,Montclair Elementary
164,Monterey Elementary
717,Montevideo Middle
2127,Monticello High
1116,Montrose Elementary
581,Montross Middle
1680,Montvale Elementary
7316,Moorefield Station Elementary
195,Morningside Elementary
1941,Mortimer Y. Sutherland Middle
1350,Mosby Woods Elementary
7113,Moss-Nuckols Elementary
868,Mount Airy Elementary
450,Mount Daniel School
1420,Mount Eagle Elementary
4017,Mount Olivet Elementary
775,Mount Pleasant Elementary
533,Mount Vernon Elementary
539,Mount Vernon Elementary
1465,Mount Vernon High
1325,Mount Vernon Woods Elementary
2000,Mountain View Alternative High
2241,Mountain View Elementary
3818,Mountain View Elementary
782,Mountain View Elementary
1981,Mountain View Elementary
2661,Mountain View Elementary
748,Mountain View Elementary
4320,Mountain View High
1752,Murray High
879,N.B. Clements Junior High
1775,Nandua High
3997,Nandua Middle
135,Nansemond Parkway Elementary
137,Nansemond River High
1231,Narrows Elementary/Middle
1234,Narrows High
1211,Nathanael Greene Elementary
1210,Nathanael Greene Primary School
750,Natural Bridge Elementary
1398,Navy Elementary
839,Neabsco Elementary
955,Nelson County High
956,Nelson Middle
2169,New Castle Elementary
957,New Kent Elementary
958,New Kent High
959,New Kent Middle
1685,New London Academy Elementary
1443,Newington Forest Elementary
357,Newsome Park Elementary
4294,Newton-Lee Elementary
53,Newtown Elementary
2165,Ni River Middle
696,Nickelsville Elementary
16,Norfolk Highlands Primary
39,Norge Elementary
881,North Elementary
474,North Elementary
1913,North Fork Middle
58,North Landing Elementary
1707,North River Elementary
1408,North Springfield Elementary
660,North Stafford High
634,North Tazewell Elementary
942,Northampton High
7321,Northampton Middle
2080,Northern Shores Elementary
783,Northside High
296,Northside Middle
742,Northside Middle
2092,Northumberland Elementary
918,Northumberland High
919,Northumberland Middle
672,Northwood High
671,Northwood Middle
284,Norton Elementary
307,Norview Elementary
305,Norview High
304,Norview Middle
1746,Nottingham Elementary
2669,Nottoway Elementary
922,Nottoway High
2006,Nottoway Intermediate
923,Nottoway Middle
2115,Nuckols Farm Elementary
447,O. Trent Bonner Middle
1561,O.B. Gates Elementary
780,Oak Grove Elementary
198,Oak Grove/Bellemeade Elementary
1466,Oak Hill Elementary
2664,Oak Knoll Middle
677,Oak Point Elementary
1297,Oak View Elementary
131,Oakland Elementary
1572,Oakland Elementary
1744,Oakridge Elementary
1494,Oakton Elementary
1333,Oakton High
1933,Occohannock Elementary
855,Occoquan Elementary
69,Ocean Lakes Elementary
1954,Ocean Lakes High
334,Ocean View Elementary
308,Oceanair Elementary
1982,Old Bridge Elementary
103,Old Donation School
1326,Olde Creek Elementary
344,Oliver C. Greenwood Elementary
237,Open High
930,Orange County High
934,Orange Elementary
1469,Orange Hunt Elementary
2206,Orchard View Elementary
1839,Osbourn High
845,Osbourn Park High
9,Oscar F. Smith High
6,Oscar Smith Middle
1690,Otter River Elementary
721,Ottobine Elementary
239,Overby-Sheppard Elementary
1284,P.B. Smith Elementary
300,P.B. Young, Sr. Elementary
941,Page County High
7063,Page County Middle
7415,Page Middle
446,Park Avenue Elementary
624,Park Ridge Elementary
269,Park View Elementary
1064,Park View High
971,Park View High
968,Park View Middle
1393,Parklawn Elementary
2672,Parkside Elementary
818,Parkside Middle
64,Parkway Elementary
510,Parry McCluer High
509,Parry McCluer Middle
404,Patrick Copeland Elementary
896,Patrick County High
5275,Patrick Henry Elementary
534,Patrick Henry Elementary
573,Patrick Henry High
166,Patrick Henry High
1147,Patrick Henry High
7073,Patrick Henry School Of Science And Arts
895,Patrick Springs Elementary
7147,Patriot High
436,Paul Burbank Elementary
1796,Paul H. Cale Elementary
414,Paul Laurence Dunbar Middle for Innovation
374,Paul Munro Elementary
286,Peabody Middle
2675,Peak View Elementary
1500,Pearl Sample Elementary
1148,Pearson's Corner Elementary
1192,Peasley Middle
1127,Pemberton Elementary
80,Pembroke Elementary
97,Pembroke Meadows Elementary
769,Penn Forest Elementary
1049,Pennington Middle
3844,Pennington School
370,Perrymont Elementary
1960,Peter Muhlenberg Middle
292,Petersburg High
1216,Petsworth Elementary
1590,Phenix Elementary
431,Phillips Elementary
463,Phoebus High
1138,Pinchbeck Elementary
1399,Pine Spring Elementary
4947,Pinebrook Elementary
7149,Piney Branch Elementary
138,Pioneer Elementary
756,Plains Elementary
95,Plaza Middle
723,Pleasant Valley Elementary
1764,Pleasant View Elementary
2077,Pocahontas Elementary
3822,Pocahontas Middle
2168,Pocahontas Middle
1376,Poe Middle
74,Point O' View Elementary
2213,Pole Green Elementary
312,Poplar Halls Elementary
1269,Poplar Tree Elementary
1832,Poquoson Elementary
1830,Poquoson High
1831,Poquoson Middle
1833,Poquoson Primary
1809,Portlock Primary
648,Post Oak Middle
1082,Potomac Elementary
2120,Potomac Falls High
850,Potomac High
6025,Potomac Middle
823,Potomac View Elementary
1990,Potowmack Elementary
3627,Powell Elementary
547,Powell Valley Middle
546,Powell Valley Primary
871,Powhatan Elementary
869,Powhatan High
872,Powhatan Junior High
155,Preston Park Elementary
980,Prices Fork Elementary
875,Prince Edward County High
873,Prince Edward Elementary
874,Prince Edward Middle
876,Prince George High
116,Princess Anne Elementary
113,Princess Anne High
57,Princess Anne Middle
931,Prospect Heights Middle
51,Providence Elementary
2211,Providence Elementary
1563,Providence Elementary
1535,Providence Middle
799,Pulaski County Senior High
4014,Pulaski Elementary
805,Pulaski Middle
1787,Pungoteague Elementary
520,Queens Lake Middle
1100,Quioccasin Middle School
862,R. Dean Kilby Elementary
1093,R.C. Longan Elementary
353,R.O. Nelson Elementary
228,Radford High
1705,Randolph Elementary
1195,Randolph Elementary
1591,Randolph-Henry High
812,Rappahannock County Elementary
811,Rappahannock County High
815,Rappahannock High
595,Raven Elementary
1343,Ravensworth Elementary
37,Rawls Byrd Elementary
2071,Read Mountain Middle
1536,Reams Road Elementary
1750,Red Hill Elementary
70,Red Mill Elementary
1668,Red Oak-Sturgeon Elementary
2073,Redbud Run Elementary
17,Rena B. Wright Primary
608,Ressie Jeffries Elementary
613,Rhea Valley Elementary
1069,Rich Acres Elementary
680,Rich Valley Elementary
295,Richard Bowling Elementary
1835,Richard C. Haydon Elementary
349,Richard T. Yates Elementary
637,Richlands Elementary
636,Richlands High
638,Richlands Middle
3195,Richmond Alternative
7345,Richmond Career Education and Employment (Charter School)
202,Richmond Community High
813,Richmond County Elementary
367,Richneck Elementary
1160,Ridge Elementary
7399,Ridgeview High School
7400,Ridgeview Middle School
828,Rippon Middle
7018,River Bend Elementary
3167,River Bend Middle
794,River Oaks Elementary
4002,Riverbend High
690,Riverdale Elementary
1673,Riverheads Elementary
1720,Riverheads High
806,Riverlawn Elementary
3814,Rivers Edge Elementary
359,Riverside Elementary
1293,Riverside Elementary
7377,Riverside High
1965,Riverview Elementary
2659,Riverview Elementary/Middle
153,Roanoke Academy For Mathematics &amp; Science Elementary
1227,Robert E. Aylor Middle
647,Robert E. Lee Elementary
289,Robert E. Lee Elementary
124,Robert E. Lee High
415,Robert S. Payne Elementary
1307,Robinson Secondary
1539,Robious Elementary
1541,Robious Middle
7365,Rock Ridge High
745,Rockbridge County High
2175,Rockfish River Elementary
664,Rockhill Elementary
890,Rockledge Elementary
1264,Rocky Mount Elementary
2219,Rocky Run Elementary
1455,Rocky Run Middle
2220,Rodney E. Thompson Middle
1063,Rolling Ridge Elementary
1339,Rolling Valley Elementary
7163,Ronald Wilson Reagan Middle
6203,Rosa Lee Carter Elementary
5812,Rosa Parks Elementary
1056,Rose Hill Elementary
1411,Rose Hill Elementary
63,Rosemont Elementary
66,Rosemont Forest Elementary
159,Round Hill Elementary
1022,Round Hill Elementary
1095,Ruby F. Carver Elementary
2133,Ruckersville Elementary
1186,Rural Point Elementary
551,Rural Retreat Elementary
552,Rural Retreat High
3073,Rural Retreat Middle
2224,Rustburg Elementary
1598,Rustburg High
6398,Rustburg Middle
697,Rye Cove High
693,Rye Cove Intermediate
1710,S. Gordon Stewart Middle
3,S.P. Morton Elementary
1537,Salem Church Elementary
1538,Salem Church Middle
646,Salem Elementary
65,Salem Elementary
1824,Salem High
67,Salem High
101,Salem Middle
682,Saltville Elementary
6882,Samuel L. Gravely Jr. Elementary
419,Samuel P. Langley Elementary
2221,Samuel W. Tucker Elementary
1342,Sandburg Middle
1989,Sanders Corner Elementary
1518,Sandlick Elementary
1117,Sandston Elementary
378,Sandusky Elementary
375,Sandusky Middle
669,Sandy Hook Elementary
1314,Sangster Elementary
1105,Sanville Elementary
1315,Saratoga Elementary
482,Schoolfield Elementary
3074,Scott Memorial Middle
1179,Scottsburg Elementary
1791,Scottsville Elementary
517,Seaford Elementary
3999,Sealston Elementary
110,Seatack Elementary an Achievable Dream Academy
347,Sedgefield Elementary
2654,Seldens Landing Elementary
1062,Seneca Ridge Middle
1137,Seven Pines Elementary
278,Sewells Point Elementary
1102,Shady Grove Elementary
792,Sharon C. McAuliffe Elementary
2678,Sharon Elementary
981,Shawsville Middle
556,Sheffey Elementary
372,Sheffield Elementary
129,Shelburne Middle
111,Shelton Park Elementary
939,Shenandoah Elementary
1922,Sherando High
1486,Sherman Elementary
309,Sherwood Forest Elementary
6721,Shirley C. Heim Middle
698,Shoemaker Elementary
1158,Short Pump Elementary
1159,Short Pump Middle
1328,Shrevewood Elementary
817,Signal Hill Elementary
709,Signal Knob Middle
1330,Silverbrook Elementary
259,Simonsdale Elementary
6460,Sinai Elementary
1130,Skipwith Elementary
6178,Skyline High
6198,Skyline Middle
1438,Sleepy Hollow Elementary
3993,Smart's Mill Middle
656,Smith Station Elementary
1075,Smithfield High
1076,Smithfield Middle
6200,Smithland Elementary
1259,Snow Creek Elementary
804,Snowville Elementary
2148,Sonnie Penn Elementary
1258,Sontag Elementary
1187,South Anna Elementary
6458,South Boston Elementary
4525,South County High
7228,South County Middle
882,South Elementary
1012,South Hill Elementary
1310,South Lakes High
1958,South River Elementary
1829,South Salem Elementary
185,Southampton Elementary
684,Southampton High
685,Southampton Middle
1,Southeastern Elementary
1495,Southside Elementary
908,Southside Elementary
271,Southside STEM Academy at Campostella
23,Southwestern Elementary
1811,Sparrow Road Intermediate
553,Speedwell Elementary
550,Spiller Elementary
652,Spotswood Elementary
401,Spotswood Elementary
757,Spotswood High
653,Spotsylvania High
649,Spotsylvania Middle
1322,Spring Hill Elementary
2189,Spring Run Elementary
935,Springfield Elementary
1412,Springfield Estates Elementary
2084,Springfield Park Elementary
599,Springville Elementary
857,Springwoods Elementary
1048,St. Charles Elementary
976,St. Clare Walker Middle
276,St. Helena Elementary
1620,St. Paul
541,St. Paul Elementary
616,Stafford Elementary
617,Stafford Middle
659,Stafford Senior High
937,Stanley Elementary
1071,Stanleytown Elementary
1692,Staunton River High
1693,Staunton River Middle
1349,Stenwood Elementary
1031,Sterling Elementary
1038,Sterling Middle
6658,Steuart W. Weller Elementary
1686,Stewartsville Elementary
2215,Stone Bridge High
6205,Stone Hill Middle
1268,Stone Middle
1755,Stone Robinson Elementary
1910,Stone Spring Elementary
2222,Stonehouse Elementary
1222,Stonewall Elementary
504,Stonewall Jackson Elementary
837,Stonewall Jackson High
667,Stonewall Jackson High
1151,Stonewall Jackson Middle
154,Stonewall Jackson Middle
865,Stonewall Middle
914,Stony Mill Elementary
1798,Stony Point Elementary
691,Strasburg High
1346,Stratford Landing Elementary
26,Strawbridge Elementary
892,Stuart Elementary
1369,Stuart High
797,Stuart M. Beville Middle
1716,Stuarts Draft Elementary
1698,Stuarts Draft High
1708,Stuarts Draft Middle
297,Suburban Park Elementary
888,Sudley Elementary
4009,Suella G. Ellis Elementary
7392,Sugar Grove Elementary
1060,Sugarland Elementary
1037,Sully Elementary
1470,Sunnyside Elementary
1453,Sunrise Valley Elementary
626,Surry County High
627,Surry Elementary
7329,Sussex Central Elementary
630,Sussex Central High
7324,Sussex Central Middle
1475,Sutherland Elementary
2666,Swans Creek Elementary
242,Swansboro Elementary
1739,Swanson Middle
1559,Swift Creek Elementary
1554,Swift Creek Middle
733,Swords Creek Elementary
1504,Sycamore Park Elementary
6204,Sycolin Creek Elementary
1177,Sydnor Jennings Elementary
618,T. Benton Gayle Middle
7150,T. Clay Wood Elementary
351,T. Ryland Sanford Elementary
1930,T.C. Miller Elementary for Innovation
498,T.C. Williams High
563,Tabb Elementary
523,Tabb High
519,Tabb Middle
71,Tallwood Elementary
72,Tallwood High
1782,Tangier Combined
328,Tanners Creek Elementary
1478,Tappahannock Elementary
274,Tarrallton Elementary
1747,Taylor Elementary
601,Tazewell Elementary
593,Tazewell High
633,Tazewell Middle
1769,Temperance Elementary
1445,Terra Centre Elementary
1450,Terraset Elementary
117,Thalia Elementary
851,The Nokesville School
1566,Thelma Crenshaw Elementary
205,Thomas C. Boushall Middle
128,Thomas C. McSwain Elementary
1528,Thomas Dale High
432,Thomas Eaton Middle
402,Thomas Harrison Middle
1010,Thomas Hunter Middle
2207,Thomas Jefferson Elementary
454,Thomas Jefferson Elementary
995,Thomas Jefferson Elementary
230,Thomas Jefferson High
1348,Thomas Jefferson High for Science and Technology
1059,Thomas Walker High
1377,Thoreau Middle
1964,Thornburg Middle
121,Thoroughgood Elementary
1153,Three Chopt Elementary
4227,Three Oaks Elementary
7,Thurgood Marshall Elementary
1953,Thurgood Marshall Elementary
272,Tidewater Park Elementary
1400,Timber Lane Elementary
42,Toano Middle
6598,Tomahawk Creek Middle
1646,Tomahawk Elementary
1670,Totaro Elementary
7339,Trailside Middle
82,Trantwood Elementary
996,Trevilians Elementary
861,Triangle Elementary
1658,Troutville Elementary
2132,Truitt Intermediate
1119,Tuckahoe Elementary
1738,Tuckahoe Elementary
1134,Tuckahoe Middle
430,Tucker-Capps Elementary
866,Tunstall High
907,Tunstall Middle
741,Turner Ashby High
7087,Tuscarora High
477,Tussing Elementary
1379,Twain Middle
2214,Twin Hickory Elementary
2072,Twin Springs Elementary
704,Twin Springs High
2660,Twin Valley Elementary/Middle
2705,Twin Valley High
2001,Tye River Elementary
867,Union Hall Elementary
545,Union High
1364,Union Mill Elementary
932,Unionville Elementary
1676,Valley Elementary
570,Valley Institute Elementary
1118,Varina Elementary
1139,Varina High
513,Venable Elementary
1722,Verona Elementary
998,Victoria Elementary
5379,Victory Elementary
4946,Victory Elementary
1490,Vienna Elementary
43,Virginia Avenue Charlotte Dehart Elementary
105,Virginia Beach Middle
172,Virginia Heights Elementary
505,Virginia High
1754,Virginia L. Murray Elementary
501,Virginia Middle
1291,Virginia Run Elementary
1280,W.C. Taylor Middle
770,W.E. Cundiff Elementary
1286,W.G. Coleman Elementary
104,W.T. Cooke Elementary
1556,W.W. Gordon Elementary
708,W.W. Robinson Elementary
1401,Wakefield Forest Elementary
1699,Wakefield High
470,Walker Upper Elementary
5005,Walker-Grant Middle
567,Wallace Middle
522,Waller Mill Elementary
287,Walnut Hill Elementary
332,Walter Herron Taylor Elementary
1271,Waples Mill Elementary
6118,Warhill High
607,Warren County High
609,Warren County Middle
1279,Warrenton Middle
355,Warwick High
149,Wasena Elementary
579,Washington &amp; Lee High
582,Washington District Elementary
1344,Washington Mill Elementary
1144,Washington-Henry Elementary
506,Washington-Lee Elementary
1729,Washington-Lee High
614,Watauga Elementary
1032,Waterford Elementary
399,Waterman Elementary
1005,Waverly Yowell Elementary
28,Waynesboro High
1370,Waynewood Elementary
700,Weber City Elementary
1834,Weems Elementary
27,Wenonah Elementary
7318,West Central Primary School
822,West Gate Elementary
1846,West Point Elementary
1847,West Point High
2078,West Point Middle
1405,West Potomac High
1827,West Salem Elementary
1354,West Springfield Elementary
1321,West Springfield High
1318,Westbriar Elementary
1795,Western Albemarle High
1818,Western Branch High
1815,Western Branch Intermediate
1810,Western Branch Middle
12,Western Branch Primary
2209,Westfield High
1329,Westgate Elementary
250,Westhaven Elementary
1426,Westlawn Elementary
212,Westover Hills Elementary
793,Westridge Elementary
4290,Westside Elementary
162,Westside Elementary
31,Westwood Hills Elementary
1991,Westwood Middle
1421,Weyanoke Elementary
1464,White Oaks Elementary
146,White Oaks Elementary
1365,Whitman Middle
663,Widewater Elementary
719,Wilbur S. Pence Middle
2161,Wilderness Elementary
294,Willard Model Elementary
880,William A. Walton Elementary
766,William Byrd High
772,William Byrd Middle
1599,William Campbell High
260,William E. Waters Middle
167,William Fleming High
241,William Fox Elementary
325,William H. Ruffner Middle
1007,William H. Wetsel Middle
416,William M. Bass Elementary
464,William Mason Cooper Elementary
1213,William Monroe High
1212,William Monroe Middle
1971,William Perry Elementary
496,William Ramsay Elementary
78,Williams Elementary
1702,Williamsburg Middle
354,Willis A. Jenkins Elementary
1290,Willis Elementary
279,Willoughby Elementary
1267,Willow Springs Elementary
1717,Wilson Elementary
1723,Wilson Memorial High
4015,Wilson Middle
2103,Winding Creek Elementary
1077,Windsor Elementary
1078,Windsor High
98,Windsor Oaks Elementary
87,Windsor Woods Elementary
6201,Windy Gap Elementary
6439,Winterpock Elementary
548,Wise Primary
1292,Wolftrap Elementary
445,Woodberry Hills Elementary
843,Woodbridge High
824,Woodbridge Middle
1756,Woodbrook Elementary
1431,Woodburn Elementary
7088,Woodgrove High
1462,Woodlawn Elementary
1427,Woodley Hills Elementary
225,Woodrow Wilson High
151,Woodrow Wilson Middle
2066,Woodside High
1389,Woodson High
120,Woodstock Elementary
211,Woodville Elementary
1569,Woolridge Elementary
916,Woolwine Elementary
1607,Yellow Branch Elementary
562,York High
3162,York River Academy
859,Yorkshire Elementary
521,Yorktown Elementary
1742,Yorktown High
564,Yorktown Middle
6440,Yowell Elementary
705,Yuma Elementary
